Object ID,Name,place type,Analysis,Information,Entity type,Pleiades,[Location] Long,[Location] Lat,In - Object ID,In - Name,Pleiades,In - [Location] Geometry,Near - Object ID,Near - Name,Pleiades,Near - [Location] Geometry,Alt. name for - Object ID,Name,Pleiades,Alt. name for - [Location] Geometry
9718738,"🌍 Araithyrea (Argolid) unlocatable city in the Argolid, later identified with Phlious",city,5,"unlocatable city in the Argolid, later identified with Phlious",Place,573109,22.893213598441,37.597560321264,,,,,9369036,🌍 the Argolid region in the Peloponnese,570104,"22.893213598441, 37.597560321264",,,,
9718729,🌍 Mases (Argolid) city in the Argolid,city,3,city in the Argolid,Place,570463,23.142191,37.417868,,,,,,,,,,,,
9718724,🌍 Asine (Argolid) city in the Argolid,city,12,city in the Argolid,Place,570124,22.868915,37.5358925,,,,,,,,,,,,
9718653,🌍 River Aisepos (Asia Minor) river in Asia Minor,river,8,river in Asia Minor,Place,511141,27.750000000000004,40.25,,,,,,,,,,,,
9688232,🌍 River Maiandros (Caria) river in Caria,river,12,river in Caria,Place,599777,28.485308136249,37.885416203296,,,,,,,,,,,,
9688226,🌍 Thronion (Locris) city in Locris,city,4,city in Locris,Place,541147,22.725727,38.775841,,,,,,,,,,,,
9688201,🌍 Crisa (Phocis) city in Phocis,city,9,city in Phocis,Place,540889,22.4519405,38.4470395,,,,,,,,,,,,
9688200,🌍 Cyparissos (Phocis) unlocatable city in Phocis,city,2,unlocatable city in Phocis,Place,,22.8395385,38.5380277,,,,,8195200,🌍 Phocis region on the Greek mainland,541048,"22.8395385, 38.5380277",,,,
9651977,🌍 Aspledon (Boiotia) city in Boiotia,city,3,city in Boiotia,Place,540673,22.992716,38.540995,,,,,,,,,,,,
9651961,🌍 Anthedon (Boiotia) harbor in Boiotia,harbor,12,harbor in Boiotia,Place,540639,23.451655,38.497693,,,,,,,,,,,,
9651959,🌍 Mideia (Boiotia) unlocatable city in Boiotia,city,4,unlocatable city in Boiotia,Place,,23.188078743333,38.345194763333,,,,,8195196,🌍 Boiotia region on the Greek mainland,540689,"23.188078743333, 38.345194763333",,,,
9651955,🌍 Coroneia (Boiotia) city in Boiotia,city,5,city in Boiotia,Place,540717,22.957112,38.391204,,,,,,,,,,,,
9651950,🌍 Copai (Boiotia) city in Boiotia,city,3,city in Boiotia,Place,540878,23.163285,38.501525,,,,,,,,,,,,
9651941,🌍 Harma (Boiotia) city in Boiotia,city,8,city in Boiotia,Place,540805,23.484128,38.375735,,,,,,,,,,,,
9651936,🌍 Scolos (Boiotia) city in Boiotia,city,3,city in Boiotia,Place,541106,23.38353,38.309378,,,,,,,,,,,,
9619362,🌍 Assyria region,region,16,region,Place,29492,43.245189149223,36.105114100837,,,,,,,,,,,,
9615907,🌍 Samothrace (island) island in the Aegean Sea,sea,22,island in the Aegean Sea,Place,501597,25.582000000000004,40.453,,,,,,,,,,,,
9615108,🌍 Trapezous (Arcadia) city in Arcadia,city,7,city in Arcadia,Place,570746,22.060685,37.456281,,,,,,,,,,,,
9614046,🌍 Elis (city) city in Elis,city,46,city in Elis,Place,570220,21.375091,37.891781,,,,,,,,,,,,
9613788,🌍 River Ismenos (Thebes) river at Thebes,river,14,river at Thebes,Place,,23.317577,38.319156,,,,,8253960,🌍 Thebes (Boiotia) city in Boiotia,541138,"23.317577, 38.319156",,,,
9613774,🌍 Mount Cyllene (Arcadia) mountain in Arcadia,mountain,34,mountain in Arcadia,Place,570391,22.3969314,37.9397231,,,,,,,,,,,,
9613127,🌍 Colonos (Attica) city in Attica,city,7,city in Attica,Place,579985,23.721885,37.99907,,,,,,,,,,,,
9613113,"🌍 Mount Phicion (Boiotia) mountain in Boiotia near Thebes, home of the Sphinx",mountain,12,"mountain in Boiotia near Thebes, home of the Sphinx",Place,,23.25,38.25,,,,,10214791,🌍 the Teneric Plain (Boiotia),541132,"23.25, 38.25",,,,
9613077,🌍 Mount Sipylos (Lydia) mountain in Magnesia,mountain,32,mountain in Magnesia,Place,550884,27.456,38.567,,,,,,,,,,,,
9613051,🌍 Spring and River Dirce (Thebes) river at Thebes,river,13,river at Thebes,Place,,23.317577,38.319156,8253960,🌍 Thebes (Boiotia) city in Boiotia,541138,"23.317577, 38.319156",,,,,,,,
9612990,🌍 India subcontinent east of the Arabian Sea,sea,21,subcontinent east of the Arabian Sea,Place,50004,77.5,22.5,,,,,,,,,,,,
9612969,🌍 Isthmia (Argolid) site of the Isthmian Games,site,23,site of the Isthmian Games,Place,570316,22.9931345,37.9158035,,,,,,,,,,,,
9611995,🌍 River Acheron (Underworld) river in the Underworld,river,14,river in the Underworld,Place,,,,8188448,🌍 the Underworld realm of Hades,,,,,,,,,,
9605358,🌍 Icaria (island) island in the Aegean Sea,sea,10,island in the Aegean Sea,Place,599667,26.073214299999997,37.6305806,,,,,,,,,,,,
9602370,🌍 the Stymphalian Marshes (Arcadia) lake near Stymphalos in Arcadia,lake,7,lake near Stymphalos in Arcadia,Place,,22.457858,37.85818485,,,,,8253988,🌍 Stymphalos (Arcadia) city in Arcadia,570696,"22.457858, 37.85818485",,,,
9587597,🌍 Aigina (island) island off Attica,island,76,island off Attica,Place,579844,23.430141,37.7409397,,,,,,,,,,,,
9358801,🌍 Cape Sounion (Attica),cape,9,,Place,580108,24.125,37.625,,,,,,,,,,,,
9358799,🌍 Oresteion (Arcadia) city in Arcadia,city,3,city in Arcadia,Place,570536,22.206506,37.345994,,,,,,,,,,,,
11305046,🌍 the Sea at Aigion (Achaia),sea,1,,Place,,22.081952,38.252707,9718745,🌍 Aigion (Achaia) city in Achaia,570049,"22.081952, 38.252707",,,,,,,,
11302886,🏛️ Spring Tilphousa (Boiotia) spring in the Sanctuary of Tilphousan Apollo,spring,16,spring in the Sanctuary of Tilphousan Apollo,Landmark,,22.994538,38.371064,9613827,🌍 the Grove of Tilphousan Apollo (Boiotia) cult site of Apollo in Boiotia,541148,"22.994538, 38.371064",,,,,,,,
11302495,🏛️ the Tomb of Polyphontes (Phocis),tomb,2,,Landmark,,,,10269069,"🏛️ the Split Road (Phocis) in Phocis, where Oedipus kills Laios",,,,,,,,,,
11296918,🌍 Cnidos (Asia Minor) city in Asia Minor,city,4,city in Asia Minor,Place,599575,27.372838499999997,36.6881795,,,,,,,,,,,,
11296884,🌍 Hippola (Laconia) city in Laconia,city,1,city in Laconia,Place,570294,22.362287,36.503959,,,,,,,,,,,,
11296880,🌍 Caous (Arcadia) town in Arcadia,town,1,town in Arcadia,Place,573271,22.170246015828,37.618170124636,,,,,8228863,🌍 Arcadia region in the Peloponnese,570102,"22.170246015828, 37.618170124636",,,,
11293474,🌍 Abantis (alt. Euboia) alternative name for Euboia,site,7,alternative name for Euboia,Place,,,,,,,,,,,,8195202,🌍 Euboia (island) island near the Greek mainland,540775,"23.87, 38.53"
11289098,"🏛️ the Cave of Dionysos (Euboia) unlocated on Euboia, somewhere near Cape Caphareus",cape,1,"unlocated on Euboia, somewhere near Cape Caphareus",Landmark,,24.5868885,38.1587935,,,,,9051539,🌍 Cape Caphereus (Euboia) promontory on Euboia,540852,"24.5868885, 38.1587935",,,,
11288841,🌍 Geronthrai (Laconia) city in Laconia,city,3,city in Laconia,Place,570263,22.706912,36.992193,,,,,,,,,,,,
11258658,🌍 the Hippodrome (Olympia),hippodrome,4,,Place,,21.630874780357,37.638689420584,9605463,🌍 Olympia (Elis) home of the Olympic Games,570531,"21.630874780357, 37.638689420584",,,,,,,,
11066682,🏛️ the Spring of Amphion and Zethos (Eleutherai),spring,1,,Landmark,,23.375621588248,38.179444556306,,,,,9613044,🌍 Eleutherai (Attica/Boiotia) city on Boiotia - Attica border,540756,"23.375621588248, 38.179444556306",,,,
10964270,🌍 Hippothontis (Attica) deme of Attica named after Hippothoos son of Poseidon,deme,1,deme of Attica named after Hippothoos son of Poseidon,Place,579992,23.641869000000003,37.985663,,,,,,,,,,,,
10785787,🏛️ the Tomb of Actaion (Orchomenos),tomb,2,,Landmark,,22.978315,38.494575333333,8253969,🌍 Orchomenos (Boiotia) city in Boiotia,540987,"22.978315, 38.494575333333",,,,,,,,
10771943,🌍 Homole (Thessaly) city in Thessaly,city,2,city in Thessaly,Place,540819,22.639815,39.892971,,,,,,,,,,,,
10769846,🌍 Mount Phalanthos (Arcadia) Mountain in Arcadia,mountain,1,Mountain in Arcadia,Place,570588,22.25,37.75,,,,,,,,,,,,
10769844,🌍 Mount Hypsous (Arcadia) Mountain in Arcadia,mountain,1,Mountain in Arcadia,Place,570304,22.25,37.75,,,,,,,,,,,,
10769639,🌍 Ascalon (the Levant) a Phoenician city in the Levant,city,1,a Phoenician city in the Levant,Place,687839,34.545947,31.6659785,,,,,,,,,,,,
10474229,🌍 Mount Sciathis (Arcadia) Mountain in Arcadia,mountain,2,Mountain in Arcadia,Place,573516,22.2522179,37.839724,,,,,10474228,🌍 Mount Oryxis (Arcadia) Mountain in Arcadia,570540,"22.2522179, 37.839724",,,,
10474228,🌍 Mount Oryxis (Arcadia) Mountain in Arcadia,mountain,2,Mountain in Arcadia,Place,570540,22.2522179,37.839724,,,,,,,,,,,,
10474223,"🏛️ Spring Cissa (Mt Ostracina) in Arcadia, the name means 'Jay'",spring,1,"in Arcadia, the name means 'Jay'",Landmark,,,,10158616,🌍 Mount Ostracina (Arcadia) mountain in Arcadia,573421,,,,,,,,,
10474098,🏛️ the Spring of Poseidon (Mylasa) saltwater spring in the Sanctuary of Poseidon Osogoa in Caria,spring,1,saltwater spring in the Sanctuary of Poseidon Osogoa in Caria,Landmark,,27.790238666667,37.302750666667,10474097,🌍 Mylasa (Caria) city in Caria,599809,"27.790238666667, 37.302750666667",,,,,,,,
10474097,🌍 Mylasa (Caria) city in Caria,city,2,city in Caria,Place,599809,27.790238666667,37.302750666667,,,,,,,,,,,,
10474095,🏛️ the Spring of Poseidon (Mantineia) saltwater spring in the Sanctuary of Horse Poseidon,spring,1,saltwater spring in the Sanctuary of Horse Poseidon,Landmark,,,,10152984,🌍 the Sanctuary of Horse Poseidon near Mantineia,,,,,,,,,,
10473805,🏛️ Spring Argyra (Achaia),spring,1,,Landmark,,,,10274476,"🌍 Argyra (Achaia) city in Achaia, near Selemnos river",573118,,,,,,,,,
10473759,"🌍 River Meilichos (Achaia) river near Patrai, name means ""Relenting""",river,2,"river near Patrai, name means ""Relenting""",Place,570069,21.75,38.25,,,,,,,,,,,,
10473551,🏛️ the Spring of Hermes (Pharai) spring in Achaia,spring,1,spring in Achaia,Landmark,,21.717095,38.093144,10274458,🌍 Pharai (Achaia) city in Achaia,570590,"21.717095, 38.093144",,,,,,,,
10434377,🏛️ the Spring of Midas (Phrygia),spring,2,,Landmark,,28.855085500000005,39.1558245,10126072,🌍 Ancyra (Phrygia) city in Phrygia,609305,"28.855085500000005, 39.1558245",,,,,,,,
10274714,🌍 Oreos (Euboia) city in Euboia,city,4,city in Euboia,Place,540817,23.090527,38.946604,8195202,🌍 Euboia (island) island near the Greek mainland,540775,"23.87, 38.53",,,,,,,,
10274693,🌍 Olous (Crete) city in Crete,city,1,city in Crete,Place,589959,25.738816,35.257679,8188818,🌍 Crete (island) island in the Aegean,589748,"24.984579005240004, 35.219518451031",,,,,,,,
10274682,🌍 River Crathis (Achaia/Arcadia) river in Achaia/Arcadia,river,2,river in Achaia/Arcadia,Place,570381,22.277414627388,38.12697330438,,,,,,,,,,,,
10274653,🌍 River Marsyas (Phrygia) river in Phrygia,river,11,river in Phrygia,Place,638986,30.249999999999996,38.25,,,,,,,,,,,,
10274592,🏛️ the Steunos Cave (Phrygia),cave,1,,Landmark,,29.750000000000004,38.75,,,,,8195625,🌍 Phrygia region in Anatolia,609502,"29.750000000000004, 38.75",,,,
10274407,🏛️ Spring Callirhoe (Calydon),spring,2,,Landmark,,21.5331825,38.372926,8254028,🌍 Calydon (Aitolia) city in Aitolia,540699,"21.5331825, 38.372926",,,,,,,,
10274286,"🌍 River Ameilichos (alt. Meilichos) alternative name for River Meilichos near Patrai, meaning ""Relentless""",river,2,"alternative name for River Meilichos near Patrai, meaning ""Relentless""",Place,,,,,,,,,,,,10473759,"🌍 River Meilichos (Achaia) river near Patrai, name means ""Relenting""",570069,"21.75, 38.25"
10273489,🌍 the Plain of Zeugma region near the Euphrates River,river,2,region near the Euphrates River,Place,662226,39.606017877774,35.543310178951,,,,,10157803,🌍 River Euphrates (Mesopotamia) river in Mesopotamia,912849,"39.606017877774, 35.543310178951",,,,
10273381,🏛️ Spring Cassotis (Delphi),spring,1,,Landmark,,22.501169,38.482289,8253972,"🌍 Delphi (Phocis) city and sanctuary in Phocis; for prophecies see ""the Oracle of Apollo (Delphi)""",540726,"22.501169, 38.482289",,,,,,,,
10272572,🌍 Paleia (alt. Dyme) alternative name for Dyme,site,1,alternative name for Dyme,Place,,,,,,,,,,,,10082237,🌍 Dyme (Achaia) city in Achaia,570205,"21.551425, 38.144625"
10272341,🌍 Olbia (Sardinia) city in Sardinia,city,1,city in Sardinia,Place,471987,9.500426,40.923,8254032,🌍 Sardinia (island) island near Italy,472014,"8.9575168895866, 39.871086953323",,,,,,,,
10272335,🌍 Cyrene (Libya) city in Libya,city,18,city in Libya,Place,373778,21.856554688114,32.820348544997,,,,,,,,,,,,
10272323,🌍 Andros (city) city on island of same name,island,1,city on island of same name,Place,589692,24.832337900000002,37.8188329,9358734,"🌍 Andros (island) island in the Aegean, one of the Cyclades",589693,"24.86, 37.85",,,,,,,,
10270815,🌍 Mount Corycos (Ionia) mountain in Asia Minor,mountain,2,mountain in Asia Minor,Place,550666,26.750000000000004,38.25,,,,,,,,,,,,
10270228,🌍 Andreis (alt. Orchomenos) alternative name for Boiotian Orchomenos,site,1,alternative name for Boiotian Orchomenos,Place,,,,,,,,,,,,8253969,🌍 Orchomenos (Boiotia) city in Boiotia,540987,"22.978315, 38.494575333333"
10270190,🌍 River Triton (Boiotia) near Alalcomenai,river,2,near Alalcomenai,Place,,23.018698,38.392521,,,,,9746290,🌍 Alalcomenai (Boiotia) city in Boiotia,540619,"23.018698, 38.392521",,,,
10270177,🌍 River Lophis (Boiotia),river,1,,Place,,23.08660420241,38.378322906431,9651956,🌍 Haliartos (Boiotia) city in Boiotia,540801,"23.08660420241, 38.378322906431",,,,,,,,
10269113,🏛️ the Corycian Cave (Mt Parnassos),cave,6,,Landmark,540883,22.5215268,38.5159209,9055629,🌍 Mount Parnassos (Phocis) mountain in Phocis,541012,"22.621902, 38.535435",,,,,,,,
10268894,🌍 River Harpinates (Elis) river near Harpina,river,2,river near Harpina,Place,573243,21.674729,37.648791,,,,,10268892,🌍 Harpina (Elis) city in Elis,570278,"21.674729, 37.648791",,,,
10268868,🌍 Lebedos (Asia Minor) city in Asia Minor,city,5,city in Asia Minor,Place,599754,26.964722,38.077883,,,,,,,,,,,,
10267743,🌍 River Garates (Arcadia) river in Arcadia,river,1,river in Arcadia,Place,570253,22.25,37.25,,,,,,,,,,,,
10267359,🌍 Cydonia (Crete) city on Crete,city,9,city on Crete,Place,589886,24.018689999999996,35.515775,8188818,🌍 Crete (island) island in the Aegean,589748,"24.984579005240004, 35.219518451031",,,,,,,,
10266963,🌍 Omphace (Sicily) Sicanian City in Sicily,city,2,Sicanian City in Sicily,Place,462399,14.182945000000002,37.189779,8254007,🌍 Sicily (island) island near Italy,462492,"13.932017688867, 37.64329684051",,,,,,,,
10266956,🌍 Rome (Italy) city in Italy,city,28,city in Italy,Place,423025,12.486137,41.891775,,,,,,,,,,,,
10266919,🌍 Apheidantes (Arcadia) a deme of Tegea,deme,2,a deme of Tegea,Place,573099,,,,,,,,,,,,,,
10266911,🏛️ Spring Leucone (Arcadia) in Arcadia,spring,1,in Arcadia,Landmark,,22.420672,37.455301,,,,,8254025,🌍 Tegea (Arcadia) city in Arcadia,570707,"22.420672, 37.455301",,,,
10215402,🏛️ the Cave of Black Demeter (Arcadia) in Arcadia,cave,2,in Arcadia,Landmark,,,,10215401,🌍 Mount Elaion (Arcadia) in Arcadia,573197,,,,,,,,,
10215382,🌍 River Lymax (Arcadia) river in Arcadia,river,2,river in Arcadia,Place,573350,21.8419475,37.396081,,,,,10055494,🌍 Phigaleia (Arcadia) city in Arcadia,570598,"21.8419475, 37.396081",,,,
10214951,🏛️ the Spring of Heracles (Troizen) in Troizen,spring,1,in Troizen,Landmark,,23.362444,37.496395,8254016,🌍 Troizen (Argolid) city in the Argolid,570756,"23.362444, 37.496395",,,,,,,,
10214927,🌍 the Nomian Mountains (Arcadia/Messenia) mountain range in Arcadia and Messenia,mountain,2,mountain range in Arcadia and Messenia,Place,570509,21.965818630013,37.415872313676,,,,,,,,,,,,
10214922,🏛️ the Altar of Zeus Sthenios (alt. Rock of Theseus) alternative name for the Rock of Theseus,altar,1,alternative name for the Rock of Theseus,Landmark,,,,,,,,,,,,9619456,"🏛️ the Rock of Theseus near Troizen where Theseus recovers the Sword and Sandals of Aigeus, near Troizen",,
10214900,🌍 River Acheloos (Mt Sipylos) river on Mount Sipylos,river,2,river on Mount Sipylos,Place,554173,27.456,38.567,9613077,🌍 Mount Sipylos (Lydia) mountain in Magnesia,550884,"27.456, 38.567",,,,,,,,
10214873,🏛️ Spring Hippocrene (Troizen) in Troizen,spring,2,in Troizen,Landmark,,23.362444,37.496395,8254016,🌍 Troizen (Argolid) city in the Argolid,570756,"23.362444, 37.496395",,,,,,,,
10214854,🏛️ Spring Hagno (Arcadia) on Mount Lycaion,spring,1,on Mount Lycaion,Landmark,573238,21.984072,37.452974666667,10113585,🌍 Mount Lycaion (Arcadia) mountain in Arcadia,570441,"21.975, 37.456944",,,,,,,,
10214612,🏛️ the Cave of Rhea (Mt Thaumasion) on Mount Thaumasion in Arcadia,mountain,1,on Mount Thaumasion in Arcadia,Landmark,,,,10214585,🌍 Mount Thaumasion (Arcadia) mountain in Arcadia,573551,,,,,,,,,
10214585,🌍 Mount Thaumasion (Arcadia) mountain in Arcadia,mountain,2,mountain in Arcadia,Place,573551,22.170246015828,37.618170124636,,,,,8228863,🌍 Arcadia region in the Peloponnese,570102,"22.170246015828, 37.618170124636",,,,
10214446,🏛️ Spring Olympias (Arcadia) near Trapezous,spring,1,near Trapezous,Landmark,,,,10769600,"🌍 Bathos (Arcadia) unlocated site in Arcadia, near Trapezous",573139,,,,,,,,,
10214416,🌍 River Bouphagos (Arcadia) river in Arcadia,river,1,river in Arcadia,Place,573151,22.170246015828,37.618170124636,,,,,8228863,🌍 Arcadia region in the Peloponnese,570102,"22.170246015828, 37.618170124636",,,,
10214404,🏛️ Spring Tritonis (Arcadia) in Arcadia,spring,2,in Arcadia,Landmark,,21.860109,37.541836,10137168,🌍 Alipheira (Arcadia) city in Arcadia,570065,"21.860109, 37.541836",,,,,,,,
10214289,🌍 Cumae (Campania) Greek colony in Campania,site,7,Greek colony in Campania,Place,432808,14.056281533332998,40.8476741,,,,,,,,,,,,
10214273,🌍 Phegeia (alt. Psophis) alternative name for Psophis in Arcadia,site,4,alternative name for Psophis in Arcadia,Place,,,,,,,,,,,,8253978,🌍 Psophis (Arcadia) city in Arcadia,570638,"21.892903, 37.871725"
10214253,🏛️ Spring Menelais (Arcadia) near Caphyai in Arcadia,spring,3,near Caphyai in Arcadia,Landmark,,22.262624,37.766264,,,,,10214249,🌍 Caphyai (Arcadia) city in Arcadia,570329,"22.262624, 37.766264",,,,
10210627,🏛️ the Cave of the Daughters of Proitos (Arcadia) in Arcadia,cave,2,in Arcadia,Landmark,,22.207,37.974,10210626,🌍 the Aroanian Mountains (Arcadia) in Arcadia,570112,"22.207, 37.974",,,,,,,,
10192736,🏛️ the Spring of Amphiaraos (Argolid) near Lerna,spring,1,near Lerna,Landmark,,22.7183258,37.5512409,,,,,8253954,🌍 Lerna (Argolid) city in the Argolid,570424,"22.7183258, 37.5512409",,,,
10192407,"🌍 Oraia (alt. Althepia) alternative name for Althepia, region around Troizen",region,2,"alternative name for Althepia, region around Troizen",Place,,,,,,,,,,,,10192414,🌍 Althepia (Argolid) region around Troizen,573079,
10192053,🌍 Cryptos (Aigina) harbor near Aigina,harbor,2,harbor near Aigina,Place,579997,23.375,37.875,9587597,🌍 Aigina (island) island off Attica,579844,"23.430141, 37.7409397",,,,,,,,
10191987,🌍 Aigina (city) city on island of Aigina,island,5,city on island of Aigina,Place,579853,23.4285005,37.7500745,9587597,🌍 Aigina (island) island off Attica,579844,"23.430141, 37.7409397",,,,,,,,
10191959,🌍 Mount Chelydorea (Arcadia/Achaia) mountain on the border of Arcadia and Achaia,mountain,1,mountain on the border of Arcadia and Achaia,Place,573169,22.3969314,37.9397231,,,,,9613774,🌍 Mount Cyllene (Arcadia) mountain in Arcadia,570391,"22.3969314, 37.9397231",,,,
10187004,🌍 Mount Sepia (Arcadia) mountain in Arcadia,mountain,3,mountain in Arcadia,Place,573514,22.295238,37.919454,,,,,9719383,🌍 Pheneos (Arcadia) city in Arcadia,570595,"22.295238, 37.919454",,,,
10186998,🌍 Mount Tricrena (Arcadia) mountain in Arcadia,mountain,2,mountain in Arcadia,Place,573569,22.295238,37.919454,,,,,9719383,🌍 Pheneos (Arcadia) city in Arcadia,570595,"22.295238, 37.919454",,,,
10185855,🏛️ the Megara of Demeter (Megara),deme,4,,Landmark,,,,10185853,🌍 Caria (Megara) the citadel of Megara,,,,,,,,,,
10161356,🌍 River Cephisos (Attica) river in Attica,river,3,river in Attica,Place,579974,23.742426939699,38.044460269826,,,,,,,,,,,,
10160107,🌍 Amphilochia (N. Greece) region in Northern Greece,region,2,region in Northern Greece,Place,530797,21.25,39.25,,,,,,,,,,,,
10160095,🏛️ the Tomb of Telamonian Aias (Troad) located on the Troad coast near Rhoiteion,tomb,9,located on the Troad coast near Rhoiteion,Landmark,,26.301720900000003,40.0079714,,,,,8240611,🌍 Rhoiteion (Troad) city in the Troad,550856,"26.301720900000003, 40.0079714",,,,
10160001,🏛️ the Spring of Amphiaraos (Boiotia/Attica) Spring located near Sanctuary of Amphiaraos near Oropos,spring,1,Spring located near Sanctuary of Amphiaraos near Oropos,Landmark,,23.845961998678998,38.291136341897,10159724,🌍 the Sanctuary of Amphiaraos near Oropos (Boiotia) near Oropos on the Boiotia-Attica border,540628,"23.845961998678998, 38.291136341897",,,,,,,,
10158849,🌍 Mount Tithion (Argolid) mountain near Epidauros,mountain,4,mountain near Epidauros,Place,573382,23.16015635,37.6334625,,,,,8188816,🌍 Epidauros (Argolid) city in the Argolid,570228,"23.16015635, 37.6334625",,,,
10158846,🌍 Mount Myrtion (alt. Mt Tithion) alternative name for Mount Tithion,mountain,1,alternative name for Mount Tithion,Place,,,,,,,,,,,,10158849,🌍 Mount Tithion (Argolid) mountain near Epidauros,573382,
10158827,🌍 River Aroanios (Arcadia) river in Arcadia,river,3,river in Arcadia,Place,570114,22.25,37.75,,,,,,,,,,,,
10158709,🌍 Mount Anchisia (Arcadia) mountain in Arcadia,mountain,3,mountain in Arcadia,Place,570078,22.25,37.75,,,,,,,,,,,,
10158693,🌍 Lynceia (alt. Lyrceia) alternative name for Lyrceia,site,2,alternative name for Lyrceia,Place,,,,,,,,,,,,10158680,🌍 Lyrceia (Argolid) city in the Argolid,570446,"22.643094, 37.686635"
10158651,🌍 Arantia (alt. Phlious) alternative name for Phlious,site,2,alternative name for Phlious,Place,,,,,,,,,,,,8254130,🌍 Phlious (Argolid) city in the Argolid,570602,"22.646579425559, 37.844598395526"
10158620,🏛️ the Cave of Alcimedon (Arcadia) in Arcadia,cave,1,in Arcadia,Landmark,,,,10158616,🌍 Mount Ostracina (Arcadia) mountain in Arcadia,573421,,,,,,,,,
10158617,🌍 the Plain of Alcimedon (Arcadia) plain in Arcadia,plain,1,plain in Arcadia,Place,573073,22.3925775,37.6173785,,,,,9364225,🌍 Mantineia (Arcadia) city in Arcadia,570459,"22.3925775, 37.6173785",,,,
10158616,🌍 Mount Ostracina (Arcadia) mountain in Arcadia,mountain,2,mountain in Arcadia,Place,573421,22.24829935,37.6550775,,,,,10158613,🌍 Mount Mainalion (Arcadia) mountain in Arcadia,570449,"22.24829935, 37.6550775",,,,
10157803,🌍 River Euphrates (Mesopotamia) river in Mesopotamia,river,7,river in Mesopotamia,Place,912849,39.606017877774,35.543310178951,,,,,,,,,,,,
10153163,🌍 Tithorea (Phocis) city in Phocis,city,6,city in Phocis,Place,541152,22.673318,38.5817245,,,,,,,,,,,,
10153083,🏛️ the Spring of Glauce (Corinth) in Corinth,spring,1,in Corinth,Landmark,,22.880841392507,37.906329164397,8188812,🌍 Corinth (Argolid) city in the Argolid,570182,"22.880841392507, 37.906329164397",,,,,,,,
10152336,🌍 Asopia (alt. Sicyon) alternative name for Sicyon,site,1,alternative name for Sicyon,Place,,,,,,,,,,,,8194532,🌍 Sicyon (Argolid) city in the Argolid,570668,"22.712193310834, 37.983819217861"
10152163,🌍 the Grove of Apollo (Mt Ida),site,2,,Place,,26.826552933333,39.685942766667,8194700,🌍 Mount Ida (Troad) mountain in the Troad,550592,"26.826552933333, 39.685942766667",,,,,,,,
10151177,🏛️ the Tomb of Castor (Sparta) in Sparta,tomb,1,in Sparta,Landmark,,,,11302884,🌍 the Sanctuary of the Dioscouroi at Sparta containing the tomb of Castor,,,,,,,,,,
10151172,🏛️ the Tomb of Aphareus (Laconia/Messenia?) variously located,tomb,3,variously located,Landmark,,22.349956,36.953544,,,,,10126454,🌍 Mount Taygete (Laconia/Messenia) mountain range between Laconia and Messenia,570706,"22.349956, 36.953544",,,,
10151143,🌍 Syrnos (Caria) city in Caria,city,2,city in Caria,Place,599953,28.196786,36.720882,,,,,,,,,,,,
10150361,🌍 Laodiceia (the Levant) city in the Levant,city,2,city in the Levant,Place,668290,35.7766297,35.51892275,,,,,,,,,,,,
10149935,🌍 River Scyras (Laconia) river in Laconia,river,2,river in Laconia,Place,573526,22.4601869,37.075742175,,,,,8254029,🌍 Laconia region in the Peloponnese,570406,"22.4601869, 37.075742175",,,,
10149889,"🌍 Oreiatai (alt. Brasiai) alternative name for Brasiai, city in Laconia",city,1,"alternative name for Brasiai, city in Laconia",Place,,22.890275,37.144402,,,,,,,,,10149885,🌍 Brasiai (Laconia) city in Laconia,570629,"22.890275, 37.144402"
10149401,🌍 Elaia (Lydia) city near Caicos,city,3,city near Caicos,Place,550523,27.055256,38.941644,,,,,,,,,,,,
10146631,🏛️ Spring Dionysias (Messenia) in Messenia,spring,2,in Messenia,Landmark,,21.681159,37.248527,,,,,9719368,🌍 Cyparisseis (Messenia) city and territory in northern Messenia,570397,"21.681159, 37.248527",,,,
10126447,🌍 River Bias (Messenia) river in Messenia,river,1,river in Messenia,Place,573142,21.9809211,37.0557778,,,,,8254038,🌍 Messenia region in Peloponnese,570480,"21.9809211, 37.0557778",,,,
10126387,🌍 River Coios (Messenia) river in Messenia,river,2,river in Messenia,Place,570365,21.75,37.25,,,,,,,,,,,,
10126385,🌍 River Electra (Messenia) river in Messenia,river,2,river in Messenia,Place,570215,21.75,37.25,,,,,,,,,,,,
10126256,🌍 River Helisson (Arcadia) river in Arcadia,river,2,river in Arcadia,Place,570283,22.25,37.25,,,,,,,,,,,,
10126142,🌍 River Balyra (Messenia) river in Messenia,river,1,river in Messenia,Place,570146,21.75,37.25,,,,,,,,,,,,
10126141,🌍 Phialia (alt. Phigaleia) alternative name for Phigaleia,site,4,alternative name for Phigaleia,Place,,,,,,,,,,,,10055494,🌍 Phigaleia (Arcadia) city in Arcadia,570598,"21.8419475, 37.396081"
10126125,🏛️ Spring Clepsydra (Messenia) on Mount Ithome,spring,4,on Mount Ithome,Landmark,,21.9249021,37.1857343,10113693,🌍 Mount Ithome (Messenia) mountain in Messenia,570318,"21.9249021, 37.1857343",,,,,,,,
